product_a,product_b,support,confidence_ab,confidence_ba,lift,pair_count
CHOCOLATE HOT WATER BOTTLE,LUNCH BAG SUKI DESIGN,0.0039,0.0649,0.0505,0.85,42
LUNCH BAG SUKI DESIGN,PAPER CHAIN KIT 50'S CHRISTMAS,0.0053,0.0698,0.0651,0.85,58
JAM MAKING SET PRINTED,LUNCH BAG ALPHABET DESIGN,0.0029,0.046,0.0542,0.85,32
ALARM CLOCK BAKELIKE PINK,PLEASE ONE PERSON METAL SIGN,0.0022,0.0493,0.0378,0.85,24
JAM MAKING SET WITH JARS,LUNCH BAG  BLACK SKULL.,0.0051,0.0766,0.0571,0.85,56
JUMBO BAG PINK POLKADOT,SET OF 3 CAKE TINS PANTRY DESIGN,0.0055,0.0752,0.062,0.85,60
ALARM CLOCK BAKELIKE PINK,HANGING HEART JAR T-LIGHT HOLDER,0.0017,0.039,0.0378,0.85,19
DOORMAT KEEP CALM AND COME IN,HEART OF WICKER SMALL,0.0036,0.0696,0.0436,0.85,39
DOORMAT UNION FLAG,LUNCH BAG DOLLY GIRL DESIGN,0.0017,0.0402,0.0349,0.85,18
DOORMAT NEW ENGLAND,JUMBO BAG APPLES,0.0021,0.0484,0.0372,0.85,23
JAM MAKING SET PRINTED,LUNCH BAG  BLACK SKULL.,0.0049,0.0763,0.054,0.85,53
CHOCOLATE HOT WATER BOTTLE,JUMBO BAG VINTAGE LEAF,0.0032,0.0541,0.0504,0.85,35
DOORMAT RED RETROSPOT,HOT WATER BOTTLE I AM SO POORLY,0.0017,0.037,0.0379,0.85,18
CHOCOLATE HOT WATER BOTTLE,IVORY KITCHEN SCALES,0.0022,0.0371,0.0506,0.85,24
ANTIQUE SILVER T-LIGHT GLASS,JAM MAKING SET WITH JARS,0.0025,0.0567,0.0369,0.85,27
JUMBO BAG VINTAGE DOILY,RED HANGING HEART T-LIGHT HOLDER,0.0025,0.0489,0.043,0.85,27
DOORMAT KEEP CALM AND COME IN,LUNCH BAG  BLACK SKULL.,0.0039,0.0768,0.0438,0.85,43
ANTIQUE SILVER T-LIGHT GLASS,DOORMAT RED RETROSPOT,0.0017,0.0378,0.037,0.85,18
ANTIQUE SILVER T-LIGHT GLASS,SET OF 3 CAKE TINS PANTRY DESIGN,0.0033,0.0756,0.0372,0.85,36
ASSORTED COLOUR BIRD ORNAMENT,LUNCH BAG ALPHABET DESIGN,0.0051,0.0461,0.0949,0.85,56
DOORMAT RED RETROSPOT,SET OF 3 REGENCY CAKE TINS,0.0018,0.0412,0.0374,0.84,20
JUMBO BAG ALPHABET,SCOTTIE DOG HOT WATER BOTTLE,0.0029,0.0465,0.0532,0.84,32
SCOTTIE DOG HOT WATER BOTTLE,SPOTTY BUNTING,0.0037,0.0664,0.0461,0.84,40
NATURAL SLATE HEART CHALKBOARD,SCOTTIE DOG HOT WATER BOTTLE,0.0038,0.0462,0.0681,0.84,41
JUMBO BAG APPLES,PAPER BUNTING RETROSPOT,0.0019,0.0339,0.0477,0.84,21
ALARM CLOCK BAKELIKE PINK,JUMBO BAG STRAWBERRY,0.0021,0.0472,0.0375,0.84,23
COLOUR GLASS T-LIGHT HOLDER HANGING,LUNCH BAG VINTAGE DOILY,0.0017,0.0372,0.0374,0.84,18
HEART OF WICKER SMALL,LUNCH BAG VINTAGE LEAF DESIGN,0.0035,0.0425,0.0692,0.84,38
LUNCH BAG VINTAGE DOILY,NATURAL SLATE HEART CHALKBOARD,0.003,0.0686,0.0372,0.84,33
HEART OF WICKER LARGE,LUNCH BAG APPLE DESIGN,0.004,0.0568,0.0596,0.84,44
DOORMAT UNION FLAG,JUMBO BAG VINTAGE DOILY,0.0017,0.0424,0.0344,0.84,19
JUMBO BAG VINTAGE LEAF,WOODEN PICTURE FRAME WHITE FINISH,0.0041,0.0648,0.0535,0.84,45
GINGERBREAD MAN COOKIE CUTTER,WOODEN FRAME ANTIQUE WHITE,0.0025,0.0584,0.0354,0.84,27
GREY HEART HOT WATER BOTTLE,JUMBO BAG ALPHABET,0.0023,0.0531,0.0363,0.84,25
SPOTTY BUNTING,WOODEN FRAME ANTIQUE WHITE,0.0047,0.0588,0.0669,0.84,51
JUMBO BAG APPLES,SET OF 3 CAKE TINS PANTRY DESIGN,0.0042,0.0743,0.0476,0.84,46
CHARLOTTE BAG SUKI DESIGN,DOORMAT NEW ENGLAND,0.0017,0.0367,0.0379,0.84,18
JUMBO BAG RED RETROSPOT,SET OF 6 SPICE TINS PANTRY DESIGN,0.0057,0.0442,0.1082,0.84,62
ASSORTED COLOUR BIRD ORNAMENT,PAPER CHAIN KIT 50'S CHRISTMAS,0.0076,0.0684,0.0932,0.84,83
HEART OF WICKER SMALL,JUMBO  BAG BAROQUE BLACK WHITE,0.0039,0.047,0.0686,0.84,42
ANTIQUE SILVER T-LIGHT GLASS,SET OF 6 SPICE TINS PANTRY DESIGN,0.0019,0.0441,0.0366,0.84,21
JUMBO BAG APPLES,PAPER CHAIN KIT VINTAGE CHRISTMAS,0.0028,0.0501,0.0475,0.84,31
LUNCH BAG ALPHABET DESIGN,SET OF 3 CAKE TINS PANTRY DESIGN,0.004,0.0746,0.0455,0.84,44
GINGERBREAD MAN COOKIE CUTTER,SMALL WHITE HEART OF WICKER,0.0018,0.0433,0.0357,0.84,20
DOORMAT KEEP CALM AND COME IN,GINGERBREAD MAN COOKIE CUTTER,0.0018,0.0357,0.0433,0.84,20
LUNCH BAG PINK POLKADOT,ROSES REGENCY TEACUP AND SAUCER,0.0039,0.0511,0.0648,0.84,43
HOT WATER BOTTLE I AM SO POORLY,SPACEBOY LUNCH BOX,0.0017,0.0379,0.0367,0.84,18
DOORMAT UNION FLAG,SPOTTY BUNTING,0.0028,0.067,0.0346,0.84,30
JAM MAKING SET WITH JARS,LUNCH BAG SUKI DESIGN,0.0043,0.0643,0.0566,0.84,47
CHOCOLATE HOT WATER BOTTLE,REGENCY CAKESTAND 3 TIER,0.006,0.1005,0.0501,0.84,65
GARDENERS KNEELING PAD CUP OF TEA,PAPER BUNTING RETROSPOT,0.0019,0.0339,0.0477,0.84,21
BAKING SET 9 PIECE RETROSPOT,DOORMAT RED RETROSPOT,0.0023,0.0373,0.0514,0.84,25
JUMBO BAG RED RETROSPOT,PAPER CHAIN KIT VINTAGE CHRISTMAS,0.0065,0.0506,0.1087,0.84,71
GREEN REGENCY TEACUP AND SAUCER,RED RETROSPOT CHARLOTTE BAG,0.0026,0.0461,0.0467,0.84,28
HAND OVER THE CHOCOLATE   SIGN,LUNCH BAG VINTAGE LEAF DESIGN,0.0022,0.0424,0.0437,0.84,24
ASSORTED COLOUR BIRD ORNAMENT,RED HANGING HEART T-LIGHT HOLDER,0.0054,0.0486,0.0939,0.84,59
GREY HEART HOT WATER BOTTLE,HANGING HEART JAR T-LIGHT HOLDER,0.0017,0.0382,0.0358,0.83,18
PINK CREAM FELT CRAFT TRINKET BOX,PINK REGENCY TEACUP AND SAUCER,0.0016,0.0366,0.0352,0.83,17
ASSORTED COLOUR BIRD ORNAMENT,LUNCH BAG PINK POLKADOT,0.0072,0.0643,0.0926,0.83,78
JUMBO BAG RED RETROSPOT,PAPER CHAIN KIT 50'S CHRISTMAS,0.0087,0.0677,0.1066,0.83,95
ALARM CLOCK BAKELIKE RED,DOORMAT NEW ENGLAND,0.0025,0.0362,0.0568,0.83,27
HOME BUILDING BLOCK WORD,JUMBO BAG STRAWBERRY,0.0028,0.0469,0.0489,0.83,30
BAKING SET 9 PIECE RETROSPOT,CHILLI LIGHTS,0.002,0.0328,0.0507,0.83,22
PACK OF 72 RETROSPOT CAKE CASES,WOOD BLACK BOARD ANT WHITE FINISH,0.0031,0.0411,0.0633,0.83,34
CHOCOLATE HOT WATER BOTTLE,LUNCH BAG VINTAGE LEAF DESIGN,0.0025,0.0417,0.0492,0.83,27
COLOUR GLASS T-LIGHT HOLDER HANGING,POPCORN HOLDER,0.0018,0.0413,0.0368,0.83,20
BAKING SET 9 PIECE RETROSPOT,JUMBO BAG VINTAGE DOILY,0.0026,0.0418,0.0507,0.83,28
HAND WARMER OWL DESIGN,REGENCY CAKESTAND 3 TIER,0.0048,0.0992,0.0401,0.83,52
DOORMAT RED RETROSPOT,POPCORN HOLDER,0.0018,0.0412,0.0368,0.83,20
NATURAL SLATE HEART CHALKBOARD,REX CASH+CARRY JUMBO SHOPPER,0.0049,0.0597,0.0673,0.83,53
CHOCOLATE HOT WATER BOTTLE,JAM MAKING SET WITH JARS,0.0033,0.0556,0.0492,0.83,36
JUMBO BAG APPLES,REX CASH+CARRY JUMBO SHOPPER,0.0034,0.0598,0.047,0.83,37
BAKING SET 9 PIECE RETROSPOT,COOK WITH WINE METAL SIGN,0.0026,0.0418,0.0513,0.83,28
HOT WATER BOTTLE I AM SO POORLY,JUMBO BAG VINTAGE DOILY,0.0018,0.0421,0.0362,0.83,20
LUNCH BAG APPLE DESIGN,SCOTTIE DOG HOT WATER BOTTLE,0.0031,0.0461,0.0565,0.83,34
DOORMAT KEEP CALM AND COME IN,SET OF 3 CAKE TINS PANTRY DESIGN,0.0038,0.0732,0.0424,0.83,41
ALARM CLOCK BAKELIKE RED,CHARLOTTE BAG SUKI DESIGN,0.0026,0.0375,0.057,0.83,28
JUMBO  BAG BAROQUE BLACK WHITE,SET OF 3 REGENCY CAKE TINS,0.0023,0.0408,0.0467,0.83,25
PAPER BUNTING RETROSPOT,WOODEN PICTURE FRAME WHITE FINISH,0.0026,0.0636,0.0333,0.83,28
LUNCH BAG APPLE DESIGN,WOOD BLACK BOARD ANT WHITE FINISH,0.0028,0.0407,0.0559,0.83,30
ALARM CLOCK BAKELIKE PINK,CHOCOLATE HOT WATER BOTTLE,0.0022,0.0493,0.0371,0.83,24
LARGE WHITE HEART OF WICKER,RETROSPOT HEART HOT WATER BOTTLE,0.0017,0.0366,0.0376,0.83,18
SET OF 6 SPICE TINS PANTRY DESIGN,SPOTTY BUNTING,0.0035,0.0663,0.0438,0.83,38
JUMBO  BAG BAROQUE BLACK WHITE,VICTORIAN GLASS HANGING T-LIGHT,0.003,0.0539,0.0463,0.83,33
NATURAL SLATE HEART CHALKBOARD,SPACEBOY LUNCH BOX,0.003,0.0372,0.0673,0.83,33
JUMBO BAG RED RETROSPOT,SCOTTIE DOG HOT WATER BOTTLE,0.0059,0.0456,0.1063,0.83,64
ASSORTED COLOUR BIRD ORNAMENT,SET OF 4 PANTRY JELLY MOULDS,0.0064,0.0577,0.0922,0.83,70
PACK OF 60 DINOSAUR CAKE CASES,RETROSPOT HEART HOT WATER BOTTLE,0.0016,0.0366,0.0355,0.83,17
HAND OVER THE CHOCOLATE   SIGN,PAPER BUNTING RETROSPOT,0.0017,0.0336,0.0432,0.83,19
ASSORTED COLOUR BIRD ORNAMENT,PINK CREAM FELT CRAFT TRINKET BOX,0.0039,0.0354,0.0927,0.83,43
LUNCH BAG SPACEBOY DESIGN,PAPER CHAIN KIT VINTAGE CHRISTMAS,0.0039,0.0496,0.0658,0.83,43
HOME BUILDING BLOCK WORD,JUMBO BAG PINK POLKADOT,0.0036,0.0609,0.0489,0.83,39
GREEN REGENCY TEACUP AND SAUCER,POPCORN HOLDER,0.0023,0.0412,0.046,0.83,25
HOME BUILDING BLOCK WORD,HOT WATER BOTTLE I AM SO POORLY,0.0021,0.0359,0.0484,0.83,23
HOT WATER BOTTLE TEA AND SYMPATHY,WOODEN PICTURE FRAME WHITE FINISH,0.0028,0.0642,0.0369,0.83,31
JUMBO BAG PINK POLKADOT,RETROSPOT TEA SET CERAMIC 11 PC,0.0036,0.0489,0.0608,0.83,39
LUNCH BAG  BLACK SKULL.,SCOTTIE DOG HOT WATER BOTTLE,0.0041,0.0459,0.0748,0.83,45
CHARLOTTE BAG SUKI DESIGN,HOT WATER BOTTLE TEA AND SYMPATHY,0.0017,0.0367,0.0373,0.83,18
DOORMAT RED RETROSPOT,RABBIT NIGHT LIGHT,0.0018,0.0412,0.037,0.83,20
HOME BUILDING BLOCK WORD,JUMBO BAG APPLES,0.0028,0.0469,0.0485,0.83,30
JUMBO BAG RED RETROSPOT,VICTORIAN GLASS HANGING T-LIGHT,0.007,0.0541,0.1067,0.83,76
CLOTHES PEGS RETROSPOT PACK 24,HOT WATER BOTTLE KEEP CALM,0.0025,0.0508,0.0405,0.83,27
JUMBO STORAGE BAG SUKI,PAPER CHAIN KIT VINTAGE CHRISTMAS,0.0032,0.049,0.0536,0.82,35
JUMBO SHOPPER VINTAGE RED PAISLEY,LOVE BUILDING BLOCK WORD,0.0027,0.0391,0.0557,0.82,29
GREY HEART HOT WATER BOTTLE,JUMBO BAG RED RETROSPOT,0.0046,0.1062,0.0356,0.82,50
JAM MAKING SET PRINTED,JUMBO BAG 50'S CHRISTMAS,0.0026,0.0403,0.0524,0.82,28
JUMBO BAG RED RETROSPOT,SMALL WHITE HEART OF WICKER,0.0054,0.042,0.1054,0.82,59
VINTAGE SNAP CARDS,WOODEN FRAME ANTIQUE WHITE,0.0031,0.0575,0.0446,0.82,34
CHOCOLATE HOT WATER BOTTLE,SET OF 6 SPICE TINS PANTRY DESIGN,0.0026,0.0433,0.0489,0.82,28
DOORMAT UNION FLAG,VICTORIAN GLASS HANGING T-LIGHT,0.0022,0.0536,0.0337,0.82,24
LUNCH BAG APPLE DESIGN,RED HANGING HEART T-LIGHT HOLDER,0.0032,0.0474,0.0557,0.82,35
DOORMAT KEEP CALM AND COME IN,VICTORIAN GLASS HANGING T-LIGHT,0.0028,0.0536,0.0421,0.82,30
DOORMAT UNION FLAG,LUNCH BAG SUKI DESIGN,0.0026,0.0625,0.0337,0.82,28
GINGERBREAD MAN COOKIE CUTTER,LARGE WHITE HEART OF WICKER,0.0016,0.0368,0.0346,0.82,17
JAM MAKING SET WITH JARS,JUMBO BAG ALPHABET,0.0035,0.052,0.0552,0.82,38
CHARLOTTE BAG SUKI DESIGN,DOORMAT RED RETROSPOT,0.0017,0.0367,0.037,0.82,18
GIN + TONIC DIET METAL SIGN,SET OF 3 REGENCY CAKE TINS,0.0023,0.0404,0.0467,0.82,25
POPCORN HOLDER,REGENCY CAKESTAND 3 TIER,0.0049,0.0976,0.0409,0.82,53
HEART OF WICKER SMALL,SET OF 4 PANTRY JELLY MOULDS,0.0047,0.057,0.0672,0.82,51
HEART OF WICKER SMALL,JUMBO BAG PINK VINTAGE PAISLEY,0.0034,0.0414,0.0674,0.82,37
RED RETROSPOT CHARLOTTE BAG,SET OF 6 SPICE TINS PANTRY DESIGN,0.0024,0.0433,0.0454,0.82,26
ASSORTED COLOUR BIRD ORNAMENT,HOT WATER BOTTLE TEA AND SYMPATHY,0.004,0.0362,0.0911,0.82,44
JUMBO BAG ALPHABET,RETROSPOT TEA SET CERAMIC 11 PC,0.003,0.048,0.0515,0.82,33
PACK OF 60 DINOSAUR CAKE CASES,SCOTTIE DOG HOT WATER BOTTLE,0.0019,0.0453,0.0349,0.82,21
LUNCH BAG SUKI DESIGN,PAPER CHAIN KIT VINTAGE CHRISTMAS,0.0038,0.0493,0.0628,0.82,41
PAPER CHAIN KIT VINTAGE CHRISTMAS,REGENCY CAKESTAND 3 TIER,0.0059,0.098,0.0493,0.82,64
HEART OF WICKER LARGE,JUMBO BAG PINK VINTAGE PAISLEY,0.0029,0.0413,0.0583,0.82,32
HEART OF WICKER LARGE,LUNCH BAG VINTAGE LEAF DESIGN,0.0029,0.0413,0.0583,0.82,32
ALARM CLOCK BAKELIKE GREEN,BAKING SET 9 PIECE RETROSPOT,0.0031,0.0504,0.0507,0.82,34
HAND OVER THE CHOCOLATE   SIGN,LUNCH BAG ALPHABET DESIGN,0.0023,0.0442,0.0424,0.82,25
GIN + TONIC DIET METAL SIGN,ROSES REGENCY TEACUP AND SAUCER,0.0028,0.0501,0.0467,0.82,31
JUMBO BAG STRAWBERRY,VICTORIAN GLASS HANGING T-LIGHT,0.003,0.0537,0.0463,0.82,33
HEART OF WICKER SMALL,PAPER CHAIN KIT VINTAGE CHRISTMAS,0.004,0.0492,0.0674,0.82,44
JUMBO BAG STRAWBERRY,RETROSPOT HEART HOT WATER BOTTLE,0.002,0.0358,0.0459,0.82,22
ANTIQUE SILVER T-LIGHT GLASS,JAM MAKING SET PRINTED,0.0023,0.0525,0.036,0.82,25
HEART OF WICKER LARGE,PAPER CHAIN KIT VINTAGE CHRISTMAS,0.0035,0.0491,0.0582,0.82,38
ASSORTED COLOUR BIRD ORNAMENT,LUNCH BAG CARS BLUE,0.0073,0.0659,0.0913,0.82,80
HOT WATER BOTTLE TEA AND SYMPATHY,SET OF 3 CAKE TINS PANTRY DESIGN,0.0032,0.0725,0.0362,0.82,35
CHOCOLATE HOT WATER BOTTLE,CLOTHES PEGS RETROSPOT PACK 24,0.0024,0.0402,0.0489,0.82,26
JUMBO BAG STRAWBERRY,RED HANGING HEART T-LIGHT HOLDER,0.0027,0.0472,0.0462,0.82,29
JUMBO STORAGE BAG SUKI,SET OF 3 CAKE TINS PANTRY DESIGN,0.0048,0.0728,0.0538,0.82,52
DOORMAT NEW ENGLAND,RETROSPOT TEA SET CERAMIC 11 PC,0.0021,0.0484,0.0359,0.82,23
COLOUR GLASS T-LIGHT HOLDER HANGING,SET OF 3 CAKE TINS PANTRY DESIGN,0.0032,0.0723,0.0362,0.82,35
ASSORTED COLOUR BIRD ORNAMENT,JUMBO BAG STRAWBERRY,0.0051,0.0461,0.0912,0.82,56
JUMBO BAG PINK POLKADOT,VICTORIAN GLASS HANGING T-LIGHT,0.0039,0.0526,0.059,0.81,42
JUMBO  BAG BAROQUE BLACK WHITE,SET OF 3 CAKE TINS PANTRY DESIGN,0.004,0.0719,0.0455,0.81,44
ASSORTED COLOUR BIRD ORNAMENT,HOT WATER BOTTLE KEEP CALM,0.0055,0.0494,0.09,0.81,60
HANGING HEART JAR T-LIGHT HOLDER,VINTAGE SNAP CARDS,0.002,0.0437,0.0372,0.81,22
GIN + TONIC DIET METAL SIGN,PAPER CHAIN KIT 50'S CHRISTMAS,0.0038,0.0662,0.046,0.81,41
BAKING SET 9 PIECE RETROSPOT,JUMBO BAG RED RETROSPOT,0.0064,0.1045,0.0499,0.81,70
LUNCH BAG ALPHABET DESIGN,REGENCY CAKESTAND 3 TIER,0.0052,0.0966,0.0439,0.81,57
ALARM CLOCK BAKELIKE GREEN,SMALL WHITE HEART OF WICKER,0.0026,0.0415,0.05,0.81,28
HAND WARMER OWL DESIGN,JUMBO BAG STRAWBERRY,0.0022,0.0458,0.0391,0.81,24
JUMBO SHOPPER VINTAGE RED PAISLEY,SMALL WHITE HEART OF WICKER,0.0028,0.0418,0.0554,0.81,31
JUMBO BAG 50'S CHRISTMAS,SET OF 4 PANTRY JELLY MOULDS,0.0028,0.0562,0.0395,0.81,30
DOORMAT RED RETROSPOT,JUMBO BAG VINTAGE LEAF,0.0023,0.0514,0.036,0.81,25
JUMBO  BAG BAROQUE BLACK WHITE,PINK CREAM FELT CRAFT TRINKET BOX,0.0019,0.0343,0.0453,0.81,21
JAM MAKING SET WITH JARS,LUNCH BAG APPLE DESIGN,0.0037,0.0547,0.0542,0.81,40
PINK REGENCY TEACUP AND SAUCER,SPOTTY BUNTING,0.0028,0.0642,0.0358,0.81,31
DOORMAT UNION FLAG,JUMBO BAG VINTAGE LEAF,0.0021,0.0513,0.0331,0.81,23
CLOTHES PEGS RETROSPOT PACK 24,JUMBO BAG 50'S CHRISTMAS,0.0019,0.0395,0.0393,0.81,21
60 TEATIME FAIRY CAKE CASES,JUMBO BAG VINTAGE DOILY,0.0022,0.0412,0.0435,0.81,24
COOK WITH WINE METAL SIGN,VINTAGE SNAP CARDS,0.0022,0.044,0.0406,0.81,24
GREY HEART HOT WATER BOTTLE,LUNCH BAG SUKI DESIGN,0.0027,0.0616,0.0349,0.81,29
HANGING HEART JAR T-LIGHT HOLDER,JUMBO BAG VINTAGE LEAF,0.0024,0.0517,0.0375,0.81,26
HAND OVER THE CHOCOLATE   SIGN,JUMBO BAG ALPHABET,0.0027,0.0512,0.0422,0.81,29
DOORMAT NEW ENGLAND,PINK REGENCY TEACUP AND SAUCER,0.0016,0.0358,0.0352,0.81,17
GIN + TONIC DIET METAL SIGN,POPCORN HOLDER,0.0023,0.0404,0.046,0.81,25
DOORMAT RED RETROSPOT,PACK OF 60 PINK PAISLEY CAKE CASES,0.0019,0.0432,0.0363,0.81,21
RED HANGING HEART T-LIGHT HOLDER,SET OF 3 REGENCY CAKE TINS,0.0023,0.0398,0.0467,0.81,25
ALARM CLOCK BAKELIKE RED,HOT WATER BOTTLE KEEP CALM,0.0034,0.0496,0.0555,0.81,37
JAM MAKING SET PRINTED,SCOTTIE DOG HOT WATER BOTTLE,0.0028,0.0446,0.0515,0.81,31
JUMBO BAG VINTAGE DOILY,WOOD BLACK BOARD ANT WHITE FINISH,0.002,0.0399,0.041,0.81,22
JUMBO BAG APPLES,WHITE HANGING HEART T-LIGHT HOLDER,0.0076,0.1341,0.0462,0.81,83
JAM MAKING SET WITH JARS,WOOD BLACK BOARD ANT WHITE FINISH,0.0027,0.0397,0.054,0.81,29
RETROSPOT HEART HOT WATER BOTTLE,SET OF 3 REGENCY CAKE TINS,0.0017,0.0397,0.0355,0.81,19
PAPER CHAIN KIT VINTAGE CHRISTMAS,RED RETROSPOT CHARLOTTE BAG,0.0027,0.0444,0.0483,0.81,29
HOME BUILDING BLOCK WORD,JUMBO  BAG BAROQUE BLACK WHITE,0.0027,0.0453,0.0474,0.81,29
LUNCH BAG SPACEBOY DESIGN,PLEASE ONE PERSON METAL SIGN,0.0038,0.0473,0.0646,0.81,41
DOORMAT KEEP CALM AND COME IN,JUMBO BAG PINK POLKADOT,0.003,0.0589,0.0414,0.81,33
ASSORTED COLOUR BIRD ORNAMENT,PACK OF 60 DINOSAUR CAKE CASES,0.0039,0.0346,0.0905,0.81,42
HAND OVER THE CHOCOLATE   SIGN,JUMBO BAG VINTAGE DOILY,0.0021,0.0406,0.0417,0.8,23
COOK WITH WINE METAL SIGN,RED RETROSPOT CHARLOTTE BAG,0.0022,0.044,0.04,0.8,24
CHARLOTTE BAG SUKI DESIGN,HOT WATER BOTTLE I AM SO POORLY,0.0016,0.0346,0.0358,0.8,17
LUNCH BAG VINTAGE DOILY,WOOD BLACK BOARD ANT WHITE FINISH,0.0017,0.0395,0.0354,0.8,19
JAM MAKING SET PRINTED,JUMBO BAG VINTAGE DOILY,0.0026,0.0403,0.0507,0.8,28
HANGING HEART JAR T-LIGHT HOLDER,SPACEBOY LUNCH BOX,0.0017,0.0358,0.0367,0.8,18
ASSORTED COLOUR BIRD ORNAMENT,JUMBO BAG PINK VINTAGE PAISLEY,0.0045,0.0404,0.0893,0.8,49
HEART OF WICKER SMALL,JUMBO STORAGE BAG SUKI,0.0043,0.0526,0.0658,0.8,47
ASSORTED COLOUR BIRD ORNAMENT,SET/5 RED RETROSPOT LID GLASS BOWLS,0.0055,0.0494,0.0889,0.8,60
JUMBO BAG ALPHABET,SET/20 RED RETROSPOT PAPER NAPKINS,0.0026,0.0407,0.0505,0.8,28
BAKING SET 9 PIECE RETROSPOT,LUNCH BAG ALPHABET DESIGN,0.0027,0.0433,0.0492,0.8,29
REX CASH+CARRY JUMBO SHOPPER,SET OF 3 REGENCY CAKE TINS,0.0028,0.0393,0.0579,0.8,31
COOK WITH WINE METAL SIGN,LUNCH BAG VINTAGE LEAF DESIGN,0.002,0.0403,0.0401,0.8,22
6 RIBBONS RUSTIC CHARM,JUMBO BAG STRAWBERRY,0.0025,0.0453,0.044,0.8,27
DOORMAT RED RETROSPOT,VINTAGE SNAP CARDS,0.0019,0.0432,0.0355,0.8,21
JAM MAKING SET WITH JARS,REX CASH+CARRY JUMBO SHOPPER,0.0039,0.0575,0.0533,0.8,42
GREY HEART HOT WATER BOTTLE,LUNCH BAG PINK POLKADOT,0.0027,0.0616,0.0344,0.8,29
HANGING HEART JAR T-LIGHT HOLDER,PAPER CHAIN KIT VINTAGE CHRISTMAS,0.0022,0.0477,0.0368,0.8,24
GARDENERS KNEELING PAD CUP OF TEA,REGENCY CAKESTAND 3 TIER,0.0054,0.0952,0.0455,0.8,59
CHOCOLATE HOT WATER BOTTLE,LUNCH BAG RED RETROSPOT,0.0049,0.0819,0.0477,0.8,53
LUNCH BAG  BLACK SKULL.,PAPER CHAIN KIT 50'S CHRISTMAS,0.0059,0.0652,0.0718,0.8,64
ANTIQUE SILVER T-LIGHT GLASS,LUNCH BAG RED RETROSPOT,0.0036,0.0819,0.0351,0.8,39
LUNCH BAG CARS BLUE,PAPER CHAIN KIT VINTAGE CHRISTMAS,0.0039,0.0479,0.0643,0.8,42
ANTIQUE SILVER T-LIGHT GLASS,JUMBO SHOPPER VINTAGE RED PAISLEY,0.0024,0.0546,0.0351,0.8,26
GREEN REGENCY TEACUP AND SAUCER,PAPER CHAIN KIT VINTAGE CHRISTMAS,0.0027,0.0478,0.0444,0.8,29
JUMBO BAG VINTAGE DOILY,WHITE HANGING HEART T-LIGHT HOLDER,0.0067,0.1322,0.0407,0.8,73
ANTIQUE SILVER T-LIGHT GLASS,RED RETROSPOT CHARLOTTE BAG,0.0019,0.0441,0.035,0.8,21
PAPER CHAIN KIT VINTAGE CHRISTMAS,PINK REGENCY TEACUP AND SAUCER,0.0021,0.0352,0.0476,0.8,23
JUMBO BAG VINTAGE LEAF,REX CASH+CARRY JUMBO SHOPPER,0.0037,0.0576,0.0508,0.8,40
HOT WATER BOTTLE I AM SO POORLY,NATURAL SLATE HEART CHALKBOARD,0.0028,0.0653,0.0349,0.8,31
PACK OF 72 RETROSPOT CAKE CASES,RETROSPOT HEART HOT WATER BOTTLE,0.0027,0.035,0.0605,0.8,29
HEART OF WICKER SMALL,JUMBO BAG RED RETROSPOT,0.0084,0.1029,0.0655,0.8,92
CHARLOTTE BAG SUKI DESIGN,ROSES REGENCY TEACUP AND SAUCER,0.0022,0.0489,0.0361,0.8,24
DOORMAT UNION FLAG,RETROSPOT TEA SET CERAMIC 11 PC,0.0019,0.0469,0.0328,0.8,21
ALARM CLOCK BAKELIKE RED,JUMBO STORAGE BAG SUKI,0.0036,0.0523,0.0546,0.8,39
HOT WATER BOTTLE KEEP CALM,REGENCY CAKESTAND 3 TIER,0.0058,0.0945,0.0486,0.79,63
JUMBO BAG VINTAGE LEAF,PAPER BUNTING RETROSPOT,0.002,0.0317,0.05,0.79,22
CHILLI LIGHTS,DOORMAT UNION FLAG,0.0013,0.0323,0.0312,0.79,14
LUNCH BAG CARS BLUE,SCOTTIE DOG HOT WATER BOTTLE,0.0035,0.0434,0.0631,0.79,38
JUMBO STORAGE BAG SUKI,PAPER CHAIN KIT 50'S CHRISTMAS,0.0042,0.0644,0.0516,0.79,46
DOORMAT UNION FLAG,SET/5 RED RETROSPOT LID GLASS BOWLS,0.002,0.0491,0.0326,0.79,22
IVORY KITCHEN SCALES,JUMBO BAG STRAWBERRY,0.0019,0.0443,0.0342,0.79,21
HOT WATER BOTTLE I AM SO POORLY,LUNCH BAG WOODLAND,0.0021,0.0484,0.0344,0.79,23
JUMBO BAG RED RETROSPOT,REGENCY CAKESTAND 3 TIER,0.0121,0.094,0.1018,0.79,132
HOT WATER BOTTLE I AM SO POORLY,LUNCH BAG PINK POLKADOT,0.0027,0.0611,0.0344,0.79,29
HOT WATER BOTTLE TEA AND SYMPATHY,VICTORIAN GLASS HANGING T-LIGHT,0.0023,0.0518,0.0351,0.79,25
JUMBO BAG ALPHABET,WOODEN PICTURE FRAME WHITE FINISH,0.0039,0.061,0.0499,0.79,42
HOT WATER BOTTLE TEA AND SYMPATHY,LUNCH BAG RED RETROSPOT,0.0036,0.0807,0.0351,0.79,39
ANTIQUE SILVER T-LIGHT GLASS,JUMBO BAG VINTAGE LEAF,0.0022,0.0504,0.0346,0.79,24
